city,activity,name,address,latitude,longitude,rating,total_ratings,place_id,phone_number
Bhaktapur,Rafting,Nepal Association Of Rafting Agencies,"P885+7FF, Paknajol Marg, Kathmandu 44600, Nepal",27.715692,85.3086024,4.1,8,ChIJ88RWn_0Y6zkRkrEfb7gCAaY,01-4700020
Bhaktapur,Rafting,Rafting Star,"Kathmandu, Bhagawanbahal, Thamel, Kathmandu 00977, Nepal",27.7150231,85.3125602,4.8,20,ChIJz5DBUP0Y6zkRJ-L56lSvRTQ,974-1171702
Bhaktapur,Rafting,Nepal Raft,"Bhagabati Bahal, Kathmandu 25790, Nepal",27.7161749,85.311584,3.9,18,ChIJfaW3Hv0Y6zkR8JuP8PXUyhs,985-1035699
Bhaktapur,Rafting,Ultimate Rivers Nepal,"Mandala Street, Kathmandu 44600, Nepal",27.7150126,85.3108063,5,1,ChIJs9fUi2AZ6zkROipmvOoXhGM,Not available
Bhaktapur,Rafting,Bhotekoshi Rafting,"PQ68+QG7, Beach Resort., Araniko Highway, Sangachok 45314, Nepal",27.7119204,85.766286,4.5,32,ChIJJy06JNav6zkR-93hobnHJsE,Not available
Bhaktapur,Rafting,WhiteWater Nepal Pvt. Ltd.,"P886+75X, Chaksibari Marg, Kathmandu 44600, Nepal",27.7157344,85.3105052,5,13,ChIJnbhV2_wY6zkRkD71Xs6FeyI,01-4700899
Bhaktapur,Rafting,Ready For Nepal,"Milan Tole Rd, Bhaktapur 44800, Nepal",27.6727485,85.4253135,4,4,ChIJ_ZbRRboa6zkRN01dNBghUGs,01-6620624
Bhaktapur,Rafting,Adventure Aves Rafting Kayaking,"Saat Ghumti Marg, Kathmandu 44600, Nepal",27.7158082,85.309335,4.8,17,ChIJH_XPu_wY6zkRepVQARv1tlw,01-4700230
Bhaktapur,Rafting,Ankur Travels & Tours Pvt. Ltd.,"Madhyapur-Thimi Municipality, Bhaktapur, Nepal 44600, Nepal",27.6736332,85.3740138,2.7,3,ChIJ8cxbVxIa6zkRd4aHcPxPO3Q,985-1110300
Bhaktapur,Rafting,Origin of Bagmati River,"MC6Q+X2V River Nepal, Suryabinayak 44800, Nepal",27.6624958,85.4375574,0,0,ChIJH-mtmPMR6zkRByxzGDWqRyo,Not available
Bhaktapur,Rafting,Ultimate Descents Nepal,"P886+64G, Chaksibari Marg, Kathmandu 44600, Nepal",27.715569,85.310321,4.8,25,ChIJY1PewvwY6zkRIfZjCNvFxsc,01-4701295 ext. 4381214
Bhaktapur,Rafting,River Bay Resort Sales,"P866+8F2, Kathmandu 44600, Nepal",27.7107592,85.3111313,3,2,ChIJlXdkVCcZ6zkRfa73hGH3ErE,980-8880334
Bhaktapur,Rafting,Ultimate Nepal Adventure Pvt. Ltd.,"P8CW+PFC, Chabahil Gopikrishna, Kathmandu 44600, Nepal",27.7218,85.3461338,5,2,ChIJqcoZT2QZ6zkR8JmYlhLM9jo,984-3328678
Bhaktapur,Rafting,Hanumante River,"Hanumante River, Bhaktapur 44800, Nepal",27.6683993,85.4262328,3.1,66,ChIJKUeke4Ua6zkRF_XdH9dWtB0,Not available
Bhaktapur,Rafting,Adrenaline Rush Nepal,"Priviti Highway, Kuringhat, Nepal",27.8679871,84.6311967,4.2,9,ChIJGRrV5PwY6zkR2pgrmmCFgZA,29491685
Bhaktapur,Rafting,Trekking in Nepal Info ( P. ) Ltd.,"Bhaktapur Durbar Square, Bhaktapur 44800, Nepal",27.6721761,85.4284397,4.4,7,ChIJCca9la8a6zkRKdCp4qNCaOU,01-6613185
Bhaktapur,Rafting,Nepal in Style Travels and Tours,"Bhaktapur 44800, Nepal",27.6713411,85.4300812,4.9,8,ChIJp9QMVK4a6zkRYSc2Adro8yI,01-6611088
Bhaktapur,Rafting,Bhaktapur,"Bhaktapur, Nepal",27.6710221,85.4298197,Not available,Not available,ChIJoWuAQq4a6zkRgl5OQHngSVQ,Not available
Bhaktapur,Rafting,Hanumante River,"Hanumante River, Nepal",27.6751198,85.400854,3.1,15,ChIJi8Rpw4ga6zkRidxNT-ES8rU,Not available
Bhaktapur,Rafting,Rafting Adventure Nepal,"Baidam Rd, Pokhara 33700, Nepal",28.2216203,83.9546205,4.8,240,ChIJ146FAPiVlTkRI5q7wgEGC7s,985-6083583
Bhaktapur,Rafting,Rokka Brothers,"Balkhu , Ring Road bandhu datta marg ,house no 595, Kathmandu 44601, Nepal",27.6817242,85.2937892,4.6,20,ChIJg74b0kYY6zkRoAuuiZ47nUI,01-4333551
Bhaktapur,Rafting,Rainbow Adventure Nepal,"J P Marg Chowk, Kathmandu 44600, Nepal",27.7114366,85.3088742,4.1,17,ChIJ2XIlBPwY6zkRh8kBvfcOe_o,01-4252238
Bhaktapur,Rafting,Adventure Leaders Nepal Pvt. Ltd.| Everest Base Camp Trek| Heli Tour| Manaslu Hike,"Marg saraswati bording school, Chhetrapati, Kathmandu 44600, Nepal",27.7123634,85.3087533,4.6,57,ChIJr_kIovwY6zkRqBNdiPQ3v5A,984-1039391
Bhaktapur,Rafting,Taj Riverside Resort & Adventure Pvt. Ltd.,"M8HX+PPQ, चाक्सीवारी मार्ग, Kathmandu 44601, Nepal",27.6793328,85.3493435,3.7,10,ChIJS_ekW5_z6zkRTbtsBG_LRH4,986-5320924
Bhaktapur,Rafting,Paddle Nepal,"Lakeside Center Mall Baidam Road, Pokhara 33700, Nepal",28.2134658,83.9573271,4.6,166,ChIJLa6E3uGUlTkRA4jC8gHEVQE,061-455730
Bhaktapur,Rafting,Kasan River,"Kasan River, Nepal",27.6793073,85.427126,3.3,48,ChIJwUgAPrga6zkRDYbTYD6cXsc,Not available
Bhaktapur,Rafting,River Fun Beach Resort,"Makaising 34000, Nepal",27.8612944,84.6353308,3.9,620,ChIJ71RVVZUilTkRioGj9fwf9ME,985-1164030
Bhaktapur,Rafting,Hanumante River,"Hanumante River, Nepal",27.671592,85.3928828,3.2,50,ChIJU7Cew3wa6zkR33SpxS4uaR0,Not available
Bhaktapur,Rafting,Aspiration Asia Trekking And Expedition Pvt. Ltd,"Near Nytapol Temple, Bhaktapur 44800, Nepal",27.6744487,85.428577,5,42,ChIJsfXrwdEZ6zkRxU_RyCoLE2c,974-6239349
Bhaktapur,Rafting,Hiking Annapurna tours and travels,"M9CH+VHQ, Chardobato, Madhyapur Thimi 44600, Nepal",27.6721686,85.3788708,4.6,36,ChIJBRmi9U8b6zkRAOkZKZWF7WI,980-3639593
Bhaktapur,Rafting,Bhaktapur,"Bhaktapur, Nepal",27.6865852,85.4581859,Not available,Not available,ChIJv__lHk4F6zkRpGyGClocNfY,Not available
Bhaktapur,Rafting,Trishuli River Side Resort,"Prithvi Hwy, Benighat 45100, Nepal",27.8133133,84.7973783,4,1360,ChIJ_wWjGsPXlDkRQqpSLp4zrhM,01-4516032
Bhaktapur,Rafting,Nepal Trek Ways Pvt. Ltd.,"Tekhacho 4, Bhaktapur 44800, Nepal",27.6698474,85.4255495,4.6,12,ChIJFbi2YaYa6zkRE5Af1beaY-Y,984-1369011
Bhaktapur,Rafting,Nepal Nirvana Trails,"Saat Ghumti Marg, Kathmandu 44600, Nepal",27.7156784,85.3091817,4.9,61,ChIJoR_A4kMZ6zkRG-i2bgI8zzA,984-1380469
Bhaktapur,Rafting,Eco-nepal Adventure P.Ltd.,"P876+7HV, छिबहल गल्ली, Kathmandu 44600, Nepal",27.7132348,85.3114106,5,2,ChIJew0brv0Y6zkRZR1vq084vOA,01-4266464
Bhaktapur,Rafting,Trekadviser Pvt.Ltd.,"Bhaktapur 44800, Nepal",27.689848,85.4133842,5,13,ChIJgYP_YZoZ6zkRxRpVi9ITkeQ,984-1784192
Bhaktapur,Rafting,Everest Base Camp Helicopter Tour (Nepal Trek Adventure and Expedition P. Ltd.),"Thamel Marg, Kathmandu 44600, Nepal",27.7162629,85.3115742,4.8,50,ChIJzyIuz_wY6zkRCoLL4oaFerI,985-1017030
Bhaktapur,Rafting,Overland Trek Nepal Pvt. Ltd.| Best Trekking Company of Nepal| Manaslu Trek | Everest Trek,"Chaksibari Marga Thamel, Kthmandu, Thamel Marg, Kathmandu 44600, Nepal",27.7175737,85.3106997,5,10,ChIJvWITug4Z6zkRVENjog9XBdc,985-1138871
Bhaktapur,Rafting,Saribung Adventure Pvt. Ltd,"Boudhadwar Marg, Kathmandu 44600, Nepal",27.7179137,85.357384,4,7,ChIJt_sPgtcb6zkRXBgqZWksZVk,984-1447374
Bhaktapur,Rafting,Raft Motors Bhaktapur,"Bhaktapur 44800, Nepal",27.6698857,85.4116815,0,0,ChIJIZcOgKcb6zkRqZx7af-1YrY,Not available
Bhaktapur,Rafting,Info Nepal Treks and Expedition Pvt. Ltd,"Z Street, Kathmandu 44600, Nepal",27.71673,85.3097961,5,190,ChIJ1aPirLwZ6zkR1FeBs0cLCzs,984-1396817
Bhaktapur,Rafting,Day Tours Nepal,"Kwa-Bahal, Kathmandu 44600, Nepal",27.7108408,85.3110957,4.9,23,ChIJsXyoRf0Y6zkRXHSWUvLZBnE,981-3952417
Bhaktapur,Rafting,Nepal Multi Adventure,"Kathmandu 44600, Nepal",27.7280706,85.3463073,5,4,ChIJbdg0FGj1EQwRw-kOyMBtCHc,981-3775177
Bhaktapur,Rafting,Sport Adventure Peak Treks and Expedition (P.) ltd,"Milan Chowk Galli, Budhanilkantha 44600, Nepal",27.7310037,85.3569543,4.8,9,ChIJY3qcb-Ab6zkRjFQQevSjG5s,01-4810294
Bhaktapur,Rafting,Nepal Trekking Tourism and Adventure,"ठमेल मार्ग 1, Kathmandu 44600, Nepal",27.729779,85.3550412,5,7,ChIJhVRWFwcb6zkRomgvLWCGl4Y,985-1060947
Bhaktapur,Rafting,Airborne Adventures Nepal,"P885+JGP, Z Street, Kathmandu 44600, Nepal",27.716577,85.3088323,4,2,ChIJIUOwrPwY6zkR4cfuWjBvn18,01-4700615
Bhaktapur,Rafting,हिमालयन इको ट्रेक्स एण्ड एक्सपिडिसन्स,"Pipalmuni road, Suryabinayak 23135, Nepal",27.658758,85.4236842,5,7,ChIJnb0sCf0Y6zkRM27iem9qbx0,984-1257688
Bhaktapur,Rafting,Explorer Adventure,"Chabahil, Post. Box No.: 19371, Kathmandu 44600, Nepal",27.7160781,85.3561615,4.6,9,ChIJq21lyNcb6zkReCOcE7YHMTY,984-9257938
Bhaktapur,Rafting,Nepal Trekkers Booking Treks and Expedition Pvt. Ltd.,"Thamel Marg 26, Kathmandu 44600, Nepal",27.71534,85.3114788,5,59,ChIJtx3VsAgZ6zkRluWcJ1mY_KM,984-9455219
Bhaktapur,Rafting,Nepal Mountain Lovers Treks,"P886+M8C, Kathmandu 44600, Nepal",27.7166903,85.3107752,5,4,ChIJPdCY1PwY6zkRjpnn-Yg7qQM,985-1089399
Bhaktapur,Rafting,NepalDream Path treks,"Kathmandu 44600, Nepal",27.7135962,85.3111337,4.3,17,ChIJsQUNq_0Y6zkRyI_plII54B4,984-1511485
Bhaktapur,Rafting,Nag Pokhari,"MCFM+M8H, Bhaktapur 44800, Nepal",27.6741945,85.4333464,4.1,135,ChIJq_YYBLIa6zkRCblapYBL3gg,Not available
Bhaktapur,Rafting,Karma Eco Adventure Pvt. Ltd,"Boudha Rd 6, Kathmandu 44600, Nepal",27.7202599,85.3619869,4.8,4,ChIJ4ZRHQ9ob6zkRWv_1HK14auE,984-1142526
Bhaktapur,Rafting,Himalayan Social Journey,"Kumari club, House no 244, Buddha Tole Marg, Kathmandu 44600, Nepal",27.7210214,85.3103194,4.6,94,ChIJlb-F0uIY6zkRFp0m347DVyc,01-4952211
Bhaktapur,Rafting,Trekking Top Nepal,"Chhetrapati Thamel, KTM, Nepal, Kathmandu 44600, Nepal",27.712598,85.3089082,4.7,10,ChIJlS_Dl_wY6zkRXfPsH0kXA70,985-1190991
Bhaktapur,Rafting,Adventure Zambuling Treks (P) Ltd.,"P983+GQX, Kumarigal Naya Marga, Kathmandu 44600, Nepal",27.7163679,85.3544838,4.7,3,ChIJm6-0ZX0Z6zkRBp6-68nGloA,01-4467712
Bhaktapur,Rafting,Shangri La Tours Pvt. Ltd. (ASC UPS),"36 Yog Marg Off, Banshidhar Marg, Kathmandu 44616, Nepal",27.7267465,85.3383003,3.3,12,ChIJCfBcYg4Z6zkReVdI8AfD_aI,01-4412672
Bhaktapur,Paragliding,Shankarapur Paragliding,"Sankhu-Bhotechour Rd, Shankharapur 44600, Nepal",27.7755961,85.4991326,4.5,50,ChIJ0V0yhuwD6zkRWC3vh3OZm0U,01-4917120
Bhaktapur,Paragliding,Kathmandu Paragliding and Hang Gliding Pvt Ltd,"Satdobato, Godavari Road, Godawari 44600, Nepal",27.5957487,85.3724652,4.9,13,ChIJSVo7gz4R6zkRb0Usc9yK_1I,980-1016590
Bhaktapur,Paragliding,Kathmandu Paragliding,"Bharma Kumari Marga, Kathmandu 44600, Nepal",27.7130881,85.3127427,4.3,12,ChIJFUT8PfwY6zkRsgmixrxIlyA,980-1016590
Bhaktapur,Paragliding,Paragliding in Pokhara (Booking Center),"Kathmandu 44600, Nepal",27.716074,85.3126994,4.7,14,ChIJ9R6_BcUZ6zkR9rG3CoVp1lY,985-1203181
Bhaktapur,Paragliding,Paragliding Kathmandu,"QGF2+WG9, Shankharapur 44600, Nepal",27.7750284,85.5019905,0,0,ChIJRR9gfwAD6zkRLMTaDYuqxOk,986-0466825
Bhaktapur,Paragliding,Kathmandu Paragliding Take Off Spot ( Lekh dada ),"HCV3+M8J, Chapakharka 44709, Nepal",27.5942126,85.4032563,4.4,27,ChIJ3X9wx6MR6zkRyvyPWSXX9aI,01-5174031
Bhaktapur,Paragliding,Sunrise Paragliding,"P876+PH4, Narsingh Chowk Marg, Kathmandu 44600, Nepal",27.7142643,85.3114664,5,5,ChIJuzkjBP0Y6zkRMLgxGHq8nqY,01-4261114
Bhaktapur,Paragliding,goGlides,"Boudha - Jorpati Rd, Kathmandu 44600, Nepal",27.7203402,85.3634925,5,6,ChIJ34KdkwEZ6zkRn9giA8M5pRg,980-1016590
Bhaktapur,Paragliding,Adventure Nepal Pvt. LTD,"Q8JC+MR, Tarakeshwar 44600, Nepal",27.7817902,85.3222138,5,6,ChIJj_at-FUf6zkR3zIZQbciBBY,981-9423705
Bhaktapur,Paragliding,"Suryachowr, Nepal Paragliding","R8F5+2M6, Sunkhani 44900, Nepal",27.8225372,85.3091436,0,0,ChIJYWpklC4f6zkR542IM0Ew5uE,Not available
Bhaktapur,Paragliding,Unlimited Himalaya Adventures,"Tridevi Marg, Kathmandu 44600, Nepal",27.714277,85.3116617,5,1,ChIJ014ZBv0Y6zkRLqGFgr0apqQ,984-1610887
Bhaktapur,Paragliding,Dhulikhel Paragliding,"Dhulikhel 45200, Nepal",27.6102382,85.5686038,5,9,ChIJi7daVQAJ6zkRkNOEYxVhDNc,980-4187576
Bhaktapur,Paragliding,Kathmandu Aviation Tours & Travels P. Ltd,"P9C7+45V, Boudha Rd, Kathmandu 44600, Nepal",27.720373,85.36291,4,2,ChIJ-UEo9Nob6zkRVkGRS-YcqQI,01-4917673
Bhaktapur,Paragliding,Nepal with Locals,"Kathmandu 44600, Nepal",27.7195235,85.3282189,0,0,ChIJBUc_A-4PYGMR6Ca_DeKLlBQ,Not available
Bhaktapur,Paragliding,Zipline station,"JCQF+346, Ghyampe Danda Sadak, Anantalingeshwar, Nepal",27.63767,85.4227758,3.9,7,ChIJvflT0Q4R6zkRlgmzZVspGx0,Not available
Bhaktapur,Paragliding,Stunning Nepal,"Dhanawantari Marg, Kathmandu 44600, Nepal",27.7193804,85.3408087,5,61,ChIJZ2cONLoZ6zkRel5D94bGPkw,980-8211139
Bhaktapur,Paragliding,Open Sky Paragliding,"Baidam Rd, Pokhara 33700, Nepal",28.2154758,83.9583527,4.9,843,ChIJbQdIfx2VlTkR2KdBs6VI2AE,984-6212425
Bhaktapur,Paragliding,Sunrise Paragliding,"Baidam Rd, Pokhara 33700, Nepal",28.2069436,83.9585845,4.7,195,ChIJRwBSPR6VlTkRwLn_ikDvMYc,985-6033483
Bhaktapur,Paragliding,Advance Paragliding,"Street no 7,Lakeside,Pokhara.Infront of Hotel City Inn, Pokhara 33700, Nepal",28.2060661,83.961705,4.9,186,ChIJ88sbbhuVlTkR5UZ22bAJHxY,985-6036262
Bhaktapur,Paragliding,Paragliding in Nepal,"Panchase Marga, Pokhara 33700, Nepal",28.2268991,83.9338702,4.5,924,ChIJ6xDrVcyUlTkRM1w7qCTdXgs,984-6384684
Bhaktapur,Paragliding,Trek Hopper Private Limited,"Near Hotel moonlight, Paknajol Marg, Kathmandu 44600, Nepal",27.7170966,85.3089099,5,6,ChIJDfXD6RoZ6zkRMZnmTNDSRX4,981-0326264
Bhaktapur,Paragliding,Blue Sky Paragliding,"Lakeside Rd, Pokhara 33700, Nepal",28.2183075,83.9587202,4.4,103,ChIJWfsM_eOUlTkRF97j3dcuaSs,061-454737
Bhaktapur,Paragliding,Ankur Travels & Tours Pvt. Ltd.,"Madhyapur-Thimi Municipality, Bhaktapur, Nepal 44600, Nepal",27.6736332,85.3740138,2.7,3,ChIJ8cxbVxIa6zkRd4aHcPxPO3Q,985-1110300
Bhaktapur,Paragliding,Bhaktapur,"Bhaktapur, Nepal",27.6710221,85.4298197,Not available,Not available,ChIJoWuAQq4a6zkRgl5OQHngSVQ,Not available
Bhaktapur,Paragliding,Trekadviser Pvt.Ltd.,"Bhaktapur 44800, Nepal",27.689848,85.4133842,5,13,ChIJgYP_YZoZ6zkRxRpVi9ITkeQ,984-1784192
Bhaktapur,Paragliding,Team 5 Nepal paragliding,"Pahari marg, Pokhara 33700, Nepal",28.2104026,83.9581568,4.6,399,ChIJOXTVwzSVlTkRRGTUySJNDhs,061-456314
Bhaktapur,Paragliding,Nepal Trekking Tourism and Adventure,"ठमेल मार्ग 1, Kathmandu 44600, Nepal",27.729779,85.3550412,5,7,ChIJhVRWFwcb6zkRomgvLWCGl4Y,985-1060947
Bhaktapur,Paragliding,Everest Base Camp Helicopter Tours,"Amrit Marg, Kathmandu 44600, Nepal",27.7160389,85.3127875,4.9,56,ChIJQcj08AkZ6zkROtXc6HkcSfM,985-1064957
Bhaktapur,Paragliding,Nepal Youth Adventures,"Kathmandu 44600, Nepal",27.7266875,85.3448125,5,2,ChIJuUp-nOAZ6zkRTjcLtF45fWM,982-3587938
Bhaktapur,Paragliding,Hiking Annapurna tours and travels,"M9CH+VHQ, Chardobato, Madhyapur Thimi 44600, Nepal",27.6721686,85.3788708,4.6,36,ChIJBRmi9U8b6zkRAOkZKZWF7WI,980-3639593
Bhaktapur,Paragliding,Outdoor Expeditions (Pvt. Ltd.,"Dyabu Marg, Kathmandu 44600, Nepal",27.7237684,85.3121184,3,2,ChIJvw9eAgQZ6zkRkvIRtvTnVUM,985-1099501
Bhaktapur,Paragliding,Nagarkot Panoramic Hiking Trail,"PGJH+649, Nagarkot Dandagoan Hwy, Baluwapati Deupur 44812, Nepal",27.7305368,85.5278724,4.3,111,ChIJPY_SgpkG6zkR3cV9XUdWKag,985-1192617
Lalitpur,Swimming Pool,Narayani Swimming Pool,"M8H8+3W8, Lalitpur 44600, Nepal",27.6776814,85.3173396,0,0,ChIJQw7NJ4kZ6zkRvq3VxfYMsaU,Not available
Lalitpur,Swimming Pool,GEMS Swimming pool,"J8VG+55G, Lalitpur 44700, Nepal",27.6429361,85.3254566,0,0,ChIJvbNj6OkX6zkRT9cXe36Ja_Q,Not available
Lalitpur,Swimming Pool,Imadol Swimming Pool,"Mahalaxmi 44700, Nepal",27.6576567,85.3396935,3.6,810,ChIJfRCtUl8X6zkR0bF4lOlViZ0,01-5201995
Lalitpur,Swimming Pool,National Sports Centre Pvt. Ltd.,"M8GM+26R, Lalitpur 44600, Nepal",27.6770538,85.3338971,3.9,537,ChIJk5zvAOoZ6zkRalLvBY6daMY,01-5434470
Lalitpur,Swimming Pool,Bull's Club Swimming Pool,"M864+QVH, Karyabinayak 44600, Nepal",27.6618393,85.3071993,3.5,140,ChIJu4oMbSkY6zkRZkjCd3OpPR8,01-5592599
Lalitpur,Swimming Pool,Satdobato Swimming Pool,"Birendra Memorial Swimming Complex, Lalitpur 44700, Nepal",27.659942,85.3275323,4,414,ChIJBwXJl9gZ6zkRjKjZML4PpYw,981-1886082
Lalitpur,Swimming Pool,Life Under Water,"Lalitpur 44700, Nepal",27.6620422,85.3539993,4.5,2,ChIJdRrxwyIZ6zkRzSml8xqsVYo,986-9188295
Lalitpur,Swimming Pool,Nobel Hotel and Indoor Swimming Complex Pvt.Ltd,"Mahalaxmi 44600, Nepal",27.6608459,85.3485348,3.8,208,ChIJCwOzMDEX6zkRe5ytUPwi3UI,984-0394213
Lalitpur,Swimming Pool,Hotel Goodwill Swimming Pool,"M8M6+RQP, Lalitpur 44600, Nepal",27.6844786,85.3121638,0,0,ChIJVVUR4koY6zkRYRxzE6VAWvI,Not available
Lalitpur,Swimming Pool,International Club,"Milap Rd, Lalitpur 44600, Nepal",27.6829294,85.3069041,3.9,580,ChIJQyKS60kY6zkRCdwNZpV8bUM,01-5454035
Lalitpur,Swimming Pool,Sumit Hotel Swimming Pool,"M8P6+4Q8, Lalitpur 44600, Nepal",27.6856942,85.3120129,0,0,ChIJAQA9GksY6zkRssbJqvFXcgY,Not available
Lalitpur,Swimming Pool,International Sports Complex,"M86H+HQP, Lalitpur 44700, Nepal",27.6614673,85.3294522,4,473,ChIJIcHby9gZ6zkRvQ4iCvl25Jc,01-5543472
Lalitpur,Swimming Pool,UNITY SNOOKER AND POOL HOUSE,"M89F+H7R, Prayag Pokhari Marg, Lalitpur 44700, Nepal",27.6690772,85.323183,3.6,43,ChIJ-ZknE9AZ6zkR8aGmxTctT0o,985-1046069
Lalitpur,Swimming Pool,Swimming pool gwarko,"M88M+7FV, F072, Lalitpur, Nepal",27.6657322,85.3336798,4,1,ChIJG3Kq2u4Z6zkRynL0M6DcWLs,Not available
Lalitpur,Swimming Pool,Swimming Everyday,"Pulchowk - Dhobighat Rd, Kathmandu 44600, Nepal",27.67722,85.319035,4.9,800,ChIJq5gMaNMZ6zkRZV7B9IaPBCg,980-8019091
Lalitpur,Swimming Pool,Binayak Sports Complex,"Chibahal Dolahiti Marg, Lalitpur 44700, Nepal",27.6396557,85.3202001,4.1,45,ChIJ9Tzlso4X6zkRVI1hzm9zjhs,985-1138783
Lalitpur,Swimming Pool,Revive Leisure Park,"Mahalaxmisthan Rd, Lalitpur 44700, Nepal",27.6635226,85.3195916,4.1,259,ChIJM0z8Lb4Z6zkR0JXegrVKa4k,01-5550678
Lalitpur,Swimming Pool,Swimming pool,"P74R+8G3, Kathmandu 44620, Nepal",27.7059844,85.2910548,0,0,ChIJ8Uv-LEMZ6zkR56myslIa0cE,Not available
Lalitpur,Swimming Pool,Bajrabarahi Fulbari Swimming Pool,"J85J+CWC, Jharuwarasi 44700, Nepal",27.6085628,85.3322529,4.1,24,ChIJ8bjF-uAW6zkRde29iaC7AjY,01-5573348
Lalitpur,Swimming Pool,Flex Fitness Centre,"M874+RXC, नख्खु रोड, Lalitpur 44700, Nepal",27.6646086,85.3074234,4.2,46,ChIJmTUZtC4Y6zkRMKtkHwaT0D0,01-5185037
Lalitpur,Swimming Pool,Hardik Fitness Club,"पुल्‍चोक पुल्‍चोक ३ पाटन, 44700, Nepal",27.6773294,85.3188791,4.1,210,ChIJk0I80jQY6zkRgCoATXpUUGg,01-5530002
Lalitpur,Swimming Pool,Nepal Army Swimming Pool,"M8W7+JR4, Kathmandu 44600, Nepal",27.6965055,85.3145745,4.2,41,ChIJ1XFVPkEZ6zkRPSMgWepjSWE,985-1028801
Lalitpur,Swimming Pool,Swimming Everyday,"Pulchowk - Dhobighat Rd, Kathmandu 44600, Nepal",27.6771698,85.3188533,4.9,50,ChIJoe6EycUZ6zkRiwliHY9Dm80,980-8019091
Lalitpur,Swimming Pool,Phulbari Swimming Pool,"Jharuwarasi 44704, Nepal",27.615424,85.3420486,0,0,ChIJYZdr5A0X6zkRMFl3LC22L_0,984-1259645
Lalitpur,Swimming Pool,Best Venue Swimming Pool,"P87P+7W8, Rudramati Marga, Kathmandu 44600, Nepal",27.7132446,85.3374559,3.7,77,ChIJ_7vxqloZ6zkR65l7atbUfP8,01-4519202
Lalitpur,Swimming Pool,Kirtipur Swimming Pool,"Tyanglaphat, Kirtipur 44618, Nepal",27.6796519,85.2787484,3.6,223,ChIJyb54xwwY6zkRFN-zH91reZI,01-4332715
Lalitpur,Swimming Pool,Kathmandu Dolphins,"M7VR+R4X, Kathmandu 44600, Nepal",27.694605,85.2903712,4.1,51,ChIJa3gls2cY6zkRiUvIqrfG1UA,984-1293068
Lalitpur,Swimming Pool,Little Dolphins Swim School (Bulls Club),"Nakkhu, Lalitpur 44700, Nepal",27.6618392,85.3071992,0,0,ChIJAT9u1gUZ6zkR34C8xDD22O0,976-1877665
Lalitpur,Swimming Pool,Baneshwor Spa Swimming Pool,"भिमसेनगोला मार्ग, Kathmandu 44600, Nepal",27.6931876,85.3447851,3.7,622,ChIJEQRa548Z6zkRO_5zlFKbcNQ,01-4468596
Lalitpur,Swimming Pool,Visionova Recreation,"Kathmandu 44600, Nepal",27.6879792,85.2938686,4.2,177,ChIJdy0HR4MZ6zkRvtJsR-QCJps,986-1545401
Lalitpur,Swimming Pool,Dhanyentari Swimming Pool,"Dhanwantari Dhobikhola Handigoun, Kathmandu 44600, Nepal",27.7198917,85.3411771,4,253,ChIJE0kcW24Z6zkRmF9WbTfGn9s,01-4009607
Lalitpur,Swimming Pool,Divestroke Swimming Academy,"Kathmandu 44600, Nepal",27.6941935,85.3128856,5,153,ChIJbVtJLDUZ6zkR2iHv-qaFEnE,980-3276146
Lalitpur,Swimming Pool,Tahachal Physical Fitness Center and Swimming Pool and Futsal Arena,"Puja Marg, Kathmandu 44600, Nepal",27.7004035,85.2964687,3.9,331,ChIJN3VP7l4Y6zkRDaNWIV1PVkM,01-5381057
Lalitpur,Swimming Pool,Shubhashree Banquet and Blue heaven swimming pool,"M9VF+GRR, Unnamed Road, Kageshwori Manohara 44600, Nepal",27.6938742,85.374514,4,25,ChIJ8z48O38b6zkRpZFVKXNOB-w,984-1293353
Lalitpur,Swimming Pool,Birendra Memorial Swimming Complex,"M85H+W33, Lalitpur 44700, Nepal",27.6597614,85.3276755,0,0,ChIJAQAAl9gZ6zkRJOfY6IZuj0s,01-5543472
Lalitpur,Swimming Pool,Shankar Hotel,"P899+HHH, Kathmandu 44600, Nepal",27.7189426,85.3189743,4.4,24,ChIJ6VXsd_YZ6zkR0jgE5Qh-nCY,984-5766939
Lalitpur,Swimming Pool,Swimming Pool & Roof Top Restaurant,"M9Q9+P89, Kathmandu 44600, Nepal",27.6892368,85.3684096,4.2,18,ChIJSy_6eDwa6zkRPrbGh8wXxVQ,01-4990896
Lalitpur,Swimming Pool,Nirvana Leisure Centre,"J8GJ+PM9, 24, F102, Lalitpur 44700, Nepal",27.620604,85.3282267,4.6,55,ChIJkfE6txsX6zkRNFQwZQIs_iM,985-1166261
Lalitpur,Swimming Pool,Lungi Canteen,"M82P+F9J Little Angels School, Lalitpur 44700, Nepal",27.6512237,85.33586,2,11,ChIJDb3U1nEX6zkRquL4hJnPDaA,Not available
Lalitpur,Swimming Pool,Bull's Club Fitness Center,"M864+QRM, Karyabinayak 44600, Nepal",27.6618874,85.3070149,3.7,63,ChIJr3PlEikY6zkRyP4bV1iThgo,01-5592599
Lalitpur,Swimming Pool,JBL SNOOKER AND RESTAURANT,"Pimbahal Rd, Lalitpur 44600, Nepal",27.6761046,85.321617,4.6,25,ChIJOzKV8S4Z6zkR1OLMXKtHSTs,984-1470649
