city,name,address,latitude,longitude,rating,total_ratings,place_id,phone_number
Bhaktapur,khwapa chhen Guest House and Restaurant,"3, Bhaktapur 44800, Nepal",27.672088,85.4273297,3.8,65,ChIJkTceiq8a6zkRSq1ETM8us2Y,970-2654830
Bhaktapur,Siddhi Laxmi Guest House and Cafe,"Bhaktapur 44800, Nepal",27.6705071,85.4293847,4.2,34,ChIJ3yo7BK8a6zkRuVq6e2KAHx8,01-6612500
Bhaktapur,Homes Guest House (Ittachhen),"Durbar Square, Bhaktapur 44800, Nepal",27.6734198,85.4242272,4,31,ChIJv0KT16sb6zkRZJ1hQykOj_E,970-2433755
Bhaktapur,Milla Guesthouse,"Devli 10, Bhaktapur 44800, Nepal",27.6742508,85.4339457,4.5,33,ChIJbwZPdLIa6zkR0M8BAhfOAL4,981-7849759
Bhaktapur,Taleju Grand Hotel,"Darbar Square, Bhaktapur 44800, Nepal",27.6727366,85.4289087,4.7,3,ChIJf5d6nYwb6zkRbw2eDHrCKes,984-9761715
Bhaktapur,Sweet Inn,"Tripurasundari Marg, Bhaktapur 44800, Nepal",27.6729812,85.4300503,4.9,7,ChIJv8OmykMb6zkROlcibij7K-8,984-9425951
Bhaktapur,Manju Baha Hotel & Restaurant,"MCFM+WGR, Bhaktapur 44800, Nepal",27.6747238,85.433787,4.9,34,ChIJj-2WDagb6zkRQwVya6igq7c,976-7234014
Bhaktapur,Shiva Guest House,"Durbar square, Bhaktapur 46800, Nepal",27.6718108,85.428603,4.5,2,ChIJXS_u6e8b6zkRXuKM9ZM8qM0,985-1129912
Bhaktapur,Big Bell Guest House and Restaurant,"MCFM+3V3, Inacho - Hanumanghat Rd, Bhaktapur 44800, Nepal",27.6726552,85.4346169,4,29,ChIJ0y0Eoq0a6zkRtynuEv3xALQ,01-6611675
Bhaktapur,Vajra Guest House & Rooftop Restaurant,"Nagarkot Rd 10, Bhaktapur 44800, Nepal",27.6726197,85.4295217,4.2,159,ChIJAAAAAAAAAAARCwN5WdzZTyc,01-6610782
Bhaktapur,OYO 761 Tushita Guest House & Roof Top Restaurant,"Taumadi Road, 44800, Nepal",27.6713503,85.4297111,4.5,2,ChIJXadlq68a6zkRfH-5hpKzNBs,01-6617435
Bhaktapur,Heart of Bhaktapur Guest House,"Taumadhi Square, Bhaktapur 11, Nepal",27.6702088,85.4301733,4.3,17,ChIJ_0mr_K4a6zkR7fKkytvAJb4,01-6612034
Bhaktapur,Swastik Guest House,"Bekhal - 10, Bhaktapur 44800, Nepal",27.6755388,85.4336981,4.4,105,ChIJW0p3QLIa6zkRj28jLIiljwU,985-1000425
Bhaktapur,OYO 310 Sweet Home Bhaktapur Pvt Ltd,"1, Bhaktapur Durbar Square Road, Bhaktapur 44800, Nepal",27.673864,85.4272402,5,10,ChIJGUZRkJEb6zkRHjeA5mqMGV8,Not available
Bhaktapur,Hotel View Bhaktapur,"Araniko Highway, Bhaktapur 00977, Nepal",27.663024,85.44484,3.9,177,ChIJ11DMSr4a6zkRuTT5UHMeOfc,984-0630104
Bhaktapur,Cosy Hotel,"Pottery Square,, Bhaktapur 44800, Nepal",27.6701482,85.4282669,3.9,53,ChIJdWa4ba8a6zkRqzTo0QT7CqU,984-1231795
Bhaktapur,Khwopa Guest House,"Ghaiti 04, Bhaktapur 44800, Nepal",27.6702469,85.4289982,3.9,22,ChIJi5swDa8a6zkRddrlCdRnuI0,01-6614661
Bhaktapur,Luniva Restaurant & Guest House,"MCFJ+WH4, Bholachhen - Yachhen Rd, Bhaktapur 44800, Nepal",27.6748161,85.4313162,4.5,6,ChIJTzMQ9E0b6zkRMKnIP6I54nM,986-4995262
Bhaktapur,Hotel Rupakot & Roof Top Restaurent,"MCCH+5GF, बोलाछें सडक, Bhaktapur 44800, Nepal",27.6704161,85.4287529,4.9,60,ChIJ6YlJXzMb6zkRqzRANeY2A6o,984-3519823
Bhaktapur,Hotel Heritage Malla,"Nasmana 13, Bhaktapur 44600, Nepal",27.6704924,85.4269439,4.4,52,ChIJgxa9hqUa6zkRbMP1p0aUzPY,985-1132060
Bhaktapur,OYO 241 Nytapola View Guest House,"Taumadi, Bhaktapur 44800, Nepal",27.670039,85.4283793,4.3,58,ChIJSyyTbK8a6zkR3gO0ALyIMTU,01-6611344
Bhaktapur,Heirtage Inn Guest House,"MCFH+4P9, Balakhu, Bhaktapur, Nepal",27.6727923,85.4293444,5,1,ChIJ3Usbe6Ya6zkRJAvuUSMseBw,Not available
Bhaktapur,"Dragon Homestay, Bhaktapur","Pandubazaar height, Gumba Marg, Bhaktapur 44800, Nepal",27.6614245,85.4196105,5,20,ChIJtzJjQ_8R6zkRaeQZb_zrNj8,985-1238078
Bhaktapur,Kumari Guest House,"देगमाना मार्ग, Bhaktapur 44800, Nepal",27.6715287,85.428745,4.6,38,ChIJX_eNo68a6zkRdglhdEJqEYE,01-6618266
Bhaktapur,Bhaktapur Home Pvt Ltd,"Kwachhen 05, Bhaktapur 44800, Nepal",27.6738605,85.4272374,5,3,ChIJvVhVVaUa6zkRo2B3Q33cFXg,985-1137429
Bhaktapur,Pradhan House Home Stay,"Bhaktapur 44800, Nepal",27.6745154,85.4357433,4.7,62,ChIJ6Ul5nLIa6zkRyLGqw5Xqixg,01-6611785
Bhaktapur,Hotel Tryst,"MCCC+PV7, dudhpati street, Nagarkot Road, Bhaktapur 44800, Nepal",27.6717874,85.4221844,3.3,8,ChIJCwTmzyMb6zkRwSaJHaE1MQ4,01-6619960
Bhaktapur,Vajra Guest House,"MCFH+2RH, Bhaktapur 44800, Nepal",27.6725852,85.4296173,4,37,ChIJ-0Boyq8a6zkRJX_QklXGi8A,01-6610782
Bhaktapur,Siddhi Home Hotel Bhaktapur,"Taumadhi Square, 05 44800, Nepal",27.6712779,85.4295758,3.3,50,ChIJE07pq68a6zkRPmMMS0BWhwY,01-6612004
Bhaktapur,OYO 276 White Orchid Resort,"Suryabinayak, Bhaktapur 44800, Nepal",27.6591828,85.4498381,3.7,6,ChIJz_JlHv0Y6zkR3aZf6H5pQKc,Not available
Bhaktapur,THAGU CHHEN,"MCCH+9WW, Itachhen-15, Bhaktapur 44800, Nepal",27.6728634,85.425518,4.2,47,ChIJ2VAEO6Ua6zkRHuRDNlT5wtQ,985-1152541
Bhaktapur,OYO 280 Hob Nob Garden Resort,"334 Jagati Bridge, Araniko Highway, Bhaktapur 44800, Nepal",27.663405,85.4435465,3.7,3,ChIJTYoE0iQF6zkRyh5dz_cqkko,Not available
Bhaktapur,EAGLE NEST HOTEL,"Balambutol 4, Changunarayan 44800, Nepal",27.7163137,85.428828,4.9,39,ChIJhw-VTIob6zkRzh5s8vqTYhI,984-1480637
Bhaktapur,Pagoda Guest House and Restaurant,"Taumadhi Square, Bhaktapur 44800, Nepal",27.6716125,85.4291263,4.4,29,ChIJN3WIr68a6zkRR19CL00-Nns,01-6613248
Bhaktapur,Sunny Guest House,"Near Nyatapola Temple, Taumadi Marg, Taumadi 44800, Nepal",27.6713486,85.4297061,4.7,17,ChIJA0afq68a6zkRM1VDBZO1GIc,984-3680588
Bhaktapur,Hotel Manohara,"Thimi-16, Lokanthali, Bhaktapur 44811, Nepal",27.6812579,85.3607627,3.6,200,ChIJV3znNCIa6zkRpndW9n34KYo,01-6639320
Bhaktapur,OYO 649 Hotel Terracotta,"Tuchhimala Rd, Bhaktapur 44800, Nepal",27.6733742,85.4311587,4.6,28,ChIJL7UeP64a6zkRB9Zf5Gh8NyE,Not available
Bhaktapur,Subha Guest House,"Bolachhen-4, Pottery Square, Bhaktapur 44800 Bhaktapur 44800, Bagmati, Nepal, 44800, Nepal",27.6701412,85.4284348,4.1,103,ChIJL26IZq8a6zkRewmr3eVBizs,01-6612419
Bhaktapur,Laxmi homestay,"Bhaktapur 44800, Nepal",27.6727033,85.4266969,4.5,57,ChIJZYT5xhAb6zkR1alyYwCuJ3I,984-9125800
Lalitpur,Hotel Himalaya,"Yala Sadak 3584, Lalitpur 44600, Nepal",27.6841382,85.3193951,4.1,2869,ChIJ_RUrZbYZ6zkRn_P32yhvh4E,01-5423900
Lalitpur,KGH Patan,"Mikhabahal Lalitpur 20, 44600, Nepal",27.6766617,85.321157,4.1,22,ChIJLYWyoOUZ6zkRLXHDyxsA3y0,980-1176375
Lalitpur,Vivanta Kathmandu,"Jhamsikhel Road 03, Lalitpur 44600, Nepal",27.6768281,85.3110158,4.3,1080,ChIJ_eO3IwcZ6zkRTCZsdwSnOBY,01-5425002
Lalitpur,Heranya La:Ku,"Patan Durbar Square, Lalitpur 44700, Nepal",27.6734999,85.3247047,4.3,30,ChIJDdq3Xt8Z6zkREBoYQT4YKzo,974-5967569
Lalitpur,Weavers Inn,"Lagankhel-6, Lalitpur 44700, Nepal",27.6667004,85.3250233,4.1,165,ChIJ1SdhtQ8Z6zkRYd9GuQ8Hbck,981-8409661
Lalitpur,Lalit Heritage Home,"M89G+V97, Patan Durbar Square, Lalitpur 44600, Nepal",27.6724497,85.3247149,4.7,42,ChIJd2UIb8UZ6zkRtP5zaa5GqxU,984-3455640
Lalitpur,Patan Heritage Home & Restro,"Mamaru Galli, Lalitpur 44600, Nepal",27.6736465,85.3244119,4.9,109,ChIJ3wXrA44Z6zkRZZMdtpKFKRw,01-5915474
Lalitpur,Nextdoor Patan,"Kupondole Rd, Lalitpur 44600, Nepal",27.6848914,85.3158816,4.8,240,ChIJ7VEHSkMZ6zkRW4P8DNjx9VU,980-1002972
Lalitpur,Hiranya Guest House,"Nakabahil, धलायचा लँ, Lalitpur 44600, Nepal",27.6754912,85.3224324,4.7,68,ChIJhdlSN88Z6zkRZRvmhAuDjYg,984-1551450
Lalitpur,Karuna Hotel Patan Kathmandu,"26/27-7, Bhindyolachhi 44600, Nepal",27.6736373,85.326898,4.8,44,ChIJ_yKqv9kZ6zkRXGn_IVS98nI,980-1467099
Lalitpur,Sarovar Residency,"Machhindra Park, Ekantakuna Rd, Lalitpur 44700, Nepal",27.6705275,85.3114515,4.3,87,ChIJ_Xm7_VAZ6zkRTeNomp7MfIw,01-5530414
Lalitpur,Shangrila Blu Hotel,"Maitri Marg 443, Lalitpur 44600, Nepal",27.6827104,85.3146014,4.3,249,ChIJXbARKuUZ6zkRToKqjtSIHg8,01-5446604
Lalitpur,Heranya Yala,"Gujibahal, Lalitpur, Nepal",27.6694051,85.3264679,4.4,81,ChIJpQETS-UZ6zkR_xWrB3cWtyU,974-5967569
Lalitpur,HOTEL SIRAAJ,"M8C8+GF2 Way to British camp, CDO office road, Lalitpur 44600, Nepal",27.6713344,85.3160866,3.8,42,ChIJ8zpT7S8Z6zkRJQJ7EQpwUUM,984-3218215
Lalitpur,Dalucha Heritage,"M8GF+4WG, Kwalakhu Rd, Lalitpur 44700, Nepal",27.6753296,85.3248393,5,11,ChIJB4xyytYZ6zkR3HfPLJHOrUw,Not available
Lalitpur,Shakya House,"Lalitpur 44700, Nepal",27.6791035,85.3254803,4.5,89,ChIJH9pxNcYZ6zkRME076U2TETk,984-1280625
Lalitpur,Five14 Bed and Breakfast,"Jawalakhel Volleyball Training, Lalitpur 44700, Nepal",27.6752492,85.3104654,4.8,85,ChIJTYcXkDMY6zkRoaQa445724E,01-5450092
Lalitpur,Hidden Leaf Bed & Breakfast,"Near, Lalitpur 44600, Nepal",27.6753121,85.3065684,4,113,ChIJL7vsHK8Z6zkRrGhRzlOPNgY,01-5153683
Lalitpur,Boutique Heritage Home,"Saugal chowk, Ward 8, Lalitpur 44700, Nepal",27.6709079,85.3267669,4.4,61,ChIJzwQ2zsQZ6zkRSG3efOjIHsI,981-8610462
Lalitpur,Jacaranda Tree Garden,"Bakhundole, Lalitpur 44600, Nepal",27.6817261,85.316747,4.7,90,ChIJ5R1PJ3IZ6zkR6kqYCWkfEUw,980-3303077
Lalitpur,Hotel Timila,"tumbahal-12,Hotel Timila,Patan, Lalitpur 44600, Nepal",27.6745249,85.3261565,4.8,175,ChIJ1RzXtsUZ6zkR4zzIirDrhrc,986-9832363
Lalitpur,The Inn Patan,"Traditional Road, Lalitpur 44700, Nepal",27.6743543,85.3259235,4.6,113,ChIJwcuGsMUZ6zkRqfZvBmrtY0E,01-5447834
Lalitpur,Hotel Goodwill,"M89G+4MH Kanibahal, Lalitpur 44700, Nepal",27.6670962,85.3267241,3.6,254,ChIJIdspq9sZ6zkR70XyVkp8c5I,01-5444520
Lalitpur,World Heritage Hotel & Apartment ,"Gangalal Road, Kathmandu 44600, Nepal",27.7050132,85.306446,4.3,213,ChIJp9e6gvgY6zkRE0DYy4gkI1g,01-5361862
Lalitpur,Hotel Clarion,"मानभवन सडक, Lalitpur 44700, Nepal",27.6722515,85.3165334,3.7,147,ChIJRaWir80Z6zkR1dIOw3IHHd0,01-5424512
Lalitpur,Hotel Subha Casa,"Swotha Rd, Lalitpur 44600, Nepal",27.6746244,85.3251487,5,40,ChIJHU1uesIZ6zkRDJMO5Ph4_5I,981-3956364
Lalitpur,Traditional Stay - A Boutique Hotel,"Swotha Rd, Lalitpur 44600, Nepal",27.6753542,85.3251982,4.7,34,ChIJU_oRuMUZ6zkR2I7TdJutd4I,01-5554628
Lalitpur,a newa home,"Nahiti Ganesh Marg, Lalitpur 44700, Nepal",27.6673164,85.3266103,4.4,5,ChIJs9q4FdoZ6zkRVMSFecvLZJk,984-1296841
Lalitpur,Lumbini Heritage Home,"Nagbahal-16, 5 minute walking distance from Patan Durbar Square, Lalitpur 44700, Nepal",27.6762143,85.3240617,4.5,62,ChIJJ9Kd_8UZ6zkRCxb4LNCLTtU,984-0466686
Lalitpur,Indsu Home,"M8P8+6JH, Lalitpur 44700, Nepal",27.6855549,85.3165886,4.9,56,ChIJq0lalbQZ6zkRXyDSXJN5-M8,985-1130267
Lalitpur,United Business Hotel,"United World Trade Centre, Tripura Marg, Kathmandu 00977, Nepal",27.6940316,85.3134179,3.6,67,ChIJrYGcrFIY6zkR53EMKGye-jo,01-5917209
Lalitpur,Hotel Greenwich Village,"Kathmandu 44600, Nepal",27.6845148,85.312184,3.9,572,ChIJ2ZLE4UoY6zkR5saYy5EHNH8,01-5521780
Lalitpur,Tajaa Pha The Heritage Home,"Pimbahal Rd, Lalitpur 44600, Nepal",27.6756716,85.3207161,4.7,89,ChIJ9Znm0c4Z6zkR3oayjdnojwc,985-1039444
Lalitpur,Shaligram Hotel & Spa,"Jawalakhel Rd, Lalitpur 44600, Nepal",27.6710767,85.3117064,4.4,700,ChIJn0ULjjIY6zkRTmMrzytiko8,980-2073899
Lalitpur,Hotel patan,"M8CG+VVX, Lalitpur 44600, Nepal",27.672188,85.3272101,4.3,21,ChIJW6Wm92UZ6zkRFv3af42j_Ao,Not available
Lalitpur,KBB Hotel and Apartments Hosted by Hostmandu,"Kharibot, Kathmandu 44600, Nepal",27.6858747,85.3068213,3.4,7,ChIJgw5BpHsZ6zkRg9RKADXiTlw,980-1194921
Lalitpur,Yala Talachhen Heritage Home,"M8GG+57P, Lalitpur 44600, Nepal",27.6754545,85.3256945,4.8,4,ChIJOyYHYjsZ6zkRF01LEWdeaUc,01-5546192
Lalitpur,The Melo Pomelo Courtyard,"Naradevi- 18, Kathmandu 44600, Nepal",27.7080966,85.3069893,5,14,ChIJmTY1JO0Z6zkRAfxIYf-i4BI,981-8094584
Lalitpur,Temple House,"Mamaru Galli Patko, Lalitpur 44700, Nepal",27.6737241,85.324174,4.5,71,ChIJQxcih8UZ6zkRkaWkHSKQlLY,01-5424487
Lalitpur,OYO 807 Hotel Grand Tokyo,"M8X6+QGF Bagdurbar-11, Kathmandu 44600, Nepal",27.6994375,85.3113125,4.6,190,ChIJaTFxgVQY6zkRJ5OhaHT-WH0,01-5904107
Lalitpur,Hotel Patan House,"M8FF+VP6, Dhaugal Rd, Lalitpur 44600, Nepal",27.6746964,85.3242907,4.6,20,ChIJdWLsQc8Z6zkR9OJtCO9n69w,985-1025114
Lalitpur,Yamba Traditional Home,"Dhime manhyon galli, Lalitpur 44700, Nepal",27.6719331,85.3276897,4.8,106,ChIJ2-FIwMQZ6zkR_SjklSN3K4c,984-3676134
Lalitpur,Kaji Home,"Next to Beauty Within a beauty parlour, 100m from Nepal olympic committee, Bodhigram Rd, Lalitpur 44700, Nepal",27.6596684,85.3296832,4.4,72,ChIJW89-z28Z6zkRKelzrlNNGcc,984-1623723
Lalitpur,Peace & Joy Guest House,"Lonla Tole Marga 44700, Lalitpur 44700, Nepal",27.6728006,85.3292045,4.6,101,ChIJTbmI7L8Z6zkRZ6jiJDBhqJs,986-6997780
Lalitpur,Himalaya Apartment Hotel,"Jhamshikhel Rd, Pulchowk Near St.Marys School, Lalitpur 44600, Nepal",27.6759807,85.3133917,4.5,10,ChIJe-KcqjQY6zkR50XQnqCLbkQ,985-1009995
Lalitpur,Hotel De Sapphire,"Kathmandu 44600, Nepal",27.6901134,85.296636,4.4,64,ChIJ9cI3CkMY6zkRSVo-gHnJpVA,Not available
Lalitpur,Bhrikuti Stay,"Swotha Rd, Lalitpur 44700, Nepal",27.6756188,85.3259188,5,32,ChIJ5ZRlmysZ6zkRwS1ID1vQkjE,981-3156839
Lalitpur,GreenTara Heritage Home,"Dhalayacha - Nagabahal Rd, Lalitpur 44600, Nepal",27.6763355,85.3233822,4.6,16,ChIJdYjp-MUZ6zkR0AJiip0nEtk,984-1286889
Lalitpur,Hotel Kutumba,"U D Road, Lalitpur 44600, Nepal",27.6824595,85.3163501,4.4,205,ChIJdZlTbhwZ6zkRmvIFGWGIV7Q,01-5010741
Lalitpur,Hotel Awana,"J9J2+QV3, Kasuli Marg, Godawari 44700, Nepal",27.6290908,85.3493532,4.5,37,ChIJjYr__zAX6zkRg6Rfve0M2RM,01-5014900
Lalitpur,Awale House,"M8FG+GRJ, Lalitpur 44600, Nepal",27.673818,85.3270484,4.7,32,ChIJH3CES9QZ6zkRmx8VTmpyMfg,980-8441661
Lalitpur,Cafe De Patan,"M8FF+5JX, Lalitpur 44600, Nepal",27.6730178,85.3240826,4,885,ChIJrVsefsUZ6zkRmXpznHZlm90,01-5537599
Lalitpur,Yalamul Garden ,"Crossroad, Saugal, Lalitpur 44700, Nepal",27.6707792,85.3271113,4.7,62,ChIJnQ9OFfUZ6zkRm_c8VcenCyA,981-8392721
Lalitpur,PATANsquared by SherpaShah,"Maitri Marg, Lalitpur 44700, Nepal",27.6817987,85.3154777,4.7,49,ChIJV9RZncoZ6zkRLb_OTOhxjlw,980-1002972
Lalitpur,Hotel Ganesh Himal,"Ikhapokhari Marg P854+XJ5 Chettrapati, Chettrapati, Thamel 44600, Nepal",27.7099432,85.3066188,4.2,315,ChIJg2_MLQMZ6zkRjYIq-N7TdII,01-5363598
Lalitpur,Ban Batika Cafe & Inn,"Mahato marg ,Nakkhu nearby Chautari uphill, Nepal",27.659918,85.3057348,4.4,113,ChIJCxgUJSUZ6zkRjwC5ttC1PlM,Not available
Lalitpur,Mila Hotel,"Ikha Pokhari Marg, Kathmandu 44600, Nepal",27.7100366,85.3076017,4.6,83,ChIJo5p6LXkZ6zkR9mQufnfzWJU,01-5970164
Lalitpur,Traditional Homes ,"Swotha Square, Ward No. 11, House No. 748, Lalitpur 44600, Nepal",27.6743924,85.3257249,4.4,118,ChIJL2ZJusUZ6zkRCErzknB35BA,01-5551184
Lalitpur,Orchid Home Bed & Breakfast,"Bhanimandal Basketball Court, Ekantakuna Rd, Lalitpur 44600, Nepal",27.6740446,85.3078541,3.6,44,ChIJwWXTVTAY6zkRu0dCw3EBfG8,986-0397611
Lalitpur,Sayami Home,"Dhime manhyon galli, Lalitpur 44600, Nepal",27.671591,85.3284216,4.5,109,ChIJ-TdbSVMZ6zkR7MAqr9XqUI0,984-1259445
Pokhara,Hotel Yellow Pagoda Pokhara,"Damside Rd, Pokhara 33700, Nepal",28.1964481,83.9702178,4.1,126,ChIJlfSsZ1-VlTkR3CjcfT36tqQ,981-8209370
Pokhara,Tiger Mountain Pokhara Lodge,"Kandani Danda Pokhara 26, 33700, Nepal",28.2109979,84.0426297,4.2,49,ChIJw2IRA1yWlTkRpAIS6l6k7io,01-4720580
Pokhara,Majestic Lake Front Hotel & Suites,"Baidam Rd, Pokhara 33700, Nepal",28.2176928,83.9581099,4.9,437,ChIJ0YFCyTiVlTkRSlR57cr7Pik,061-591601
Pokhara,Hotel Pokhara Grande,"H10, Pokhara 33700, Nepal",28.1925557,83.974092,4.3,1526,ChIJ8YXCRn-UlTkRPhmQOjfJ1PU,061-450210
Pokhara,Waterfront Resort by KGH Group,"Lakeside Rd, Pokhara 33700, Nepal",28.2217546,83.9516047,4.3,1472,ChIJ4TGpDt2UlTkRmOTU9P7P5tg,980-1166303
Pokhara,Hotel Himalayan Inn,"Lakeside Rd 6, Pokhara 33700, Nepal",28.2070084,83.9626743,3.8,379,ChIJJ11jWRuVlTkReFzA128ambc,061-466042
Pokhara,"Hotel Sandalwood Pokhara, Nepal","Fewa Dam, Pokhara -17, Damside Near by, Pokhara 33700, Nepal",28.1953342,83.9696644,4.9,35,ChIJ-5LGeqiVlTkRJ83j5O4bCic,985-6033910
Pokhara,Hotel Mountain View,"1st Street, Kedareshwor Marga, Lakeside Rd, Pokhara 33700, Nepal",28.2022413,83.9678869,4.5,266,ChIJuwg68wWVlTkRBRiegeaIGfg,985-6034222
Pokhara,Hotel Orchid,"Shiva Temple Street, Lakeside, Pokhara 33700, Nepal",28.2077701,83.9628496,4.3,373,ChIJY-18pByVlTkRkrzccY2_V7I,061-456697
Pokhara,Hotel Lake Paradise,"Phewa Marga, Pokhara 33700, Nepal",28.2124376,83.9629543,4.3,270,ChIJxdX9WR2VlTkRZtD7N73Rycs,061-457624
Pokhara,Hotel Barahi Pokhara,"Lakeside Rd 6, Pokhara 33700, Nepal",28.2084053,83.9588554,4.4,1267,ChIJef9HXh6VlTkRAJ89a-hktRc,985-1354455
Pokhara,Zostel Pokhara,"Pokhara 18, Sedi Bagar, Lakeside, Pokhara 33700, Nepal",28.2238538,83.9516258,4.3,658,ChIJf8nIO92UlTkRwLgIcq1fyYw,986-9273860
Pokhara,The Castle Resort,"Sedi Heights, Lakeside Rd 18, Pokhara 33700, Nepal",28.2242712,83.9584744,4.4,56,ChIJD9UOB-aUlTkRCzUuppkHUkQ,985-1077780
Pokhara,New Pokhara Lodge,"Street no. 3, New Pokhara Lodge Rd, Lakeside Rd, Pokhara 33700, Nepal",28.2042762,83.9668261,4.5,89,ChIJVQXSrQWVlTkRDBUwEP0QDiw,984-6107866
Pokhara,Sarangkot Mountain Lodge,"साराङकोट रोड, Pokhara 33700, Nepal",28.2514641,83.9421556,4.7,624,ChIJPzRwEHiVlTkRIxtmauB8VDU,985-1355861
Pokhara,Hotel Forest Lake,"Lakeside Rd, Pokhara 33700, Nepal",28.2219983,83.9550676,4.5,274,ChIJ-yS08-OUlTkRmZV0jf4NUI4,061-457471
Pokhara,Hotel Splendid View,"Gaurighat , Lake Side, Baidam, Pokhara 37700, Nepal",28.2065271,83.9613156,4.2,324,ChIJdQ0QdhuVlTkRdL4_oKSdWtQ,061-456034
Pokhara,Pokhara Batika,"Calvin wear, Pokhara 33700, Nepal",28.2063082,83.9615839,4.5,493,ChIJrW7fcxuVlTkRDEGTtkoX4ZA,061-457440
Pokhara,Pokhara Boutique Hotel,"Lakeside Rd 20, Pokhara 33700, Nepal",28.2185603,83.9594432,4.3,158,ChIJZxiI_z-UlTkRHx2SVXM10eo,980-2832597
Pokhara,Landmark Pokhara,"Lakeside, Pokhara 33700, Nepal",28.2079289,83.9575353,4,837,ChIJQ373uR6VlTkRnkqu1aepZbs,061-452908
Pokhara,Dorje’s Resort & Spa,"Sedi above Annapurna Cable Car, Saharankot Road, Pokhara 33700, Nepal",28.2304037,83.9503428,4.9,59,ChIJC3kt6ySVlTkR4m2CFyRYz5c,061-590735
Pokhara,Hotel Eco Tree pvt Ltd,"Middle Path St 16 street, Pokhara 33700, Nepal",28.2109004,83.9594156,4.2,108,ChIJuWDHAnmVlTkRkM5PRN78MTw,061-457805
Pokhara,Pokhara Alpine & Springs,"Street 15, Pokhara 33700, Nepal",28.2103361,83.9578156,5,37,ChIJNUwwC--VlTkR-gFyUSAxqOA,061-591705
Pokhara,Temple Tree Resort & Spa,"6th Street, Gaurighat, Lakeside Rd, Pokhara 33700, Nepal",28.2060835,83.9630671,4.5,1216,ChIJMe_2NxuVlTkRhrGXux76z0g,061-455819
Pokhara,Hotel Lake Journey,"Khahare chwok, lake side, pokhara lekhnath 6, Pokhara 33700, Nepal",28.2180617,83.9587767,4.1,78,ChIJpWRn4-OUlTkRTLrRe28kAO4,981-4192408
Pokhara,Three Jewels Boutique Hotel,"Lakeside Rd, Pokhara 33700, Nepal",28.2130801,83.9607733,4.7,165,ChIJ75huhx2VlTkRELSxAWJ8dEo,982-5144008
Pokhara,Kuti Resort & Spa,"Durbar marg Ln, Pokhara 33700, Nepal",28.2094549,83.961854,4.1,1206,ChIJY19V-hyVlTkRPiRExNSk8Ys,061-457325
Pokhara,Hotel Snow Leopard Pokhara,"Gaurighat -06,Lakeside, Pokhara 33700, Nepal",28.2080396,83.9605469,3.8,99,ChIJo5VQZRyVlTkRJi_d1IvCLxk,061-454708
Pokhara,Hotel Peace Ganga Inn,"Da Yatra St, Pokhara 33700, Nepal",28.2104435,83.9595307,4.4,150,ChIJX1UVNByVlTkR68dqSNYbRxM,985-6085510
Pokhara,Hotel Fewa Camp,"Hallan Chowk, Pokhara 33700, Nepal",28.2146066,83.957882,4.6,53,ChIJe-uGxwKVlTkRYC2eFmfFaHg,984-6033550
Pokhara,Himalayan Front by KGH Group,"Sarangkot Rd, Pokhara 33700, Nepal",28.2446195,83.974285,4.4,697,ChIJDSTjvIeUlTkRECgiK-o8esQ,980-1166350
Pokhara,Hotel Crown Himalayas,"Baidam-6,gaurighat, Lakeside, Pokhara 00977, Nepal",28.2069906,83.9634308,4.4,512,ChIJD5_XThuVlTkRlmUc5_JJE94,061-452300
Pokhara,Hotel Trekkers Inn,"Shiva Marga 7, Pokhara 44600, Nepal",28.2061319,83.9616679,4,257,ChIJv0Q3dRuVlTkRTJg-C1_rgRU,061-453244 ext. 06
Pokhara,Fish Tail Lodge by Annapurna,"Lakeside Rd, Pokhara 00977, Nepal",28.2009634,83.9639188,4.6,1125,ChIJr4xPADOUlTkRZ1pcE2BGYpA,061-455071
Pokhara,Hotel Sarowar,"14th Street 15, Pokhara 33700, Nepal",28.2093022,83.9582464,4.4,707,ChIJdT6wnB6VlTkRDLNTIRR-Qko,061-506302
Pokhara,Hotel Hakoniwa,"Barahi Path, lakeside-6, House Number 121.4, Pokhara 33700, Nepal",28.2091171,83.9617318,4.3,166,ChIJKf-LUxyVlTkR-_PE84xU-w8,980-2090767
Pokhara,The Pavilions Himalayas The Farm,"Ward No. 22, Chisapani, Pokhara 33700, Nepal",28.1808228,83.9317653,4.4,215,ChIJFf_aM7PqlTkRB58T-Sitc74,985-6027997
Pokhara,Hotel Tulip Pokhara,"Lakeside Rd, Pokhara 33700, Nepal",28.2077833,83.9678746,4.1,144,ChIJRcmPFkKVlTkRHox86ym_7G8,985-6011421
Pokhara,Tuki Resort,"Pragati Marga 06, Pokhara 33600, Nepal",28.2155228,83.9600898,3.9,600,ChIJ2Xj76-GUlTkRorj1rim_2qg,061-456037
Pokhara,Hotel Utsab Himalaya,"New Pokhara Lodge Rd, Pokhara 33700, Nepal",28.2055344,83.9678281,4.2,169,ChIJXYMQRgSVlTkR_UwJGrQEafM,061-454710
Pokhara,Hotel Plaza Nepal,"Pokhara 33700, Nepal",28.2073049,83.9626318,4.4,113,ChIJpZiLVDqVlTkRGl-7ZIKQTDE,984-4286724
